userID,reviewID,prediction
u77355739,r70788666
u73171734,r20888778
u17178913,r83515679
u33667598,r66831748
u64701764,r07928596
u76435061,r16991149
u69553731,r91063349
u08079865,r60258547
u28276005,r95661556
u25759178,r96241659
u84682849,r68408326
u07300884,r76103188
u60584369,r89935701
u06979066,r97931791
u57502372,r52897022
u55210733,r44982424
u22149769,r31574533
u76833514,r80915086
u28650048,r85493433
u68135660,r57871627
u88445491,r62051699
u07898708,r81749210
u41624965,r96173058
u35627949,r52878525
u46794957,r39854093
u66081348,r75916720
u49954861,r15690274
u75790527,r82178128
u83455377,r56698699
u48253801,r07764969
u41942958,r37935224
u48033974,r88298221
u06019471,r85433746
u97813050,r03217478
u78988266,r50223914
u92340348,r39421021
u96247043,r15164411
u09608578,r93319953
u84525568,r60843089
u15482418,r01140218
u21325396,r95548356
u62928108,r29872779
u07184628,r82044123
u82068527,r81701839
u50339643,r41989994
u68176999,r95488289
u20951995,r11630663
u04190779,r22479506
u44256858,r78688885
u52097789,r26975004
u17711238,r99416097
u45835524,r13967261
u65339613,r58087845
u15047473,r71154036
u60839601,r91549782
u95823502,r79188390
u29179334,r47451517
u36647710,r30397150
u06049331,r31530718
u20479696,r58292244
u63692996,r74669701
u44136583,r72739426
u96858961,r03231345
u53930942,r28605020
u71575393,r14612367
u32251625,r53002931
u71604987,r77644602
u66237795,r27223516
u47394608,r28949329
u96188315,r88358808
u29458019,r67058793
u44351451,r51169119
u82296075,r58805455
u41082713,r87325888
u27265634,r91041986
u02452735,r70949879
u93590404,r81012287
u80396869,r68878486
u42437578,r85903979
u50851561,r71806130
u29483902,r15356987
u36931963,r85833061
u13153090,r36820187
u43961979,r31630773
u20977922,r23367468
u66907138,r64090702
u28647393,r27466464
u86184527,r37617485
u18386477,r15479897
u17366710,r11224449
u70640808,r27858038
u21634732,r39509920
u76715860,r63478922
u18251070,r59645016
u23442613,r00693037
u50253267,r03551027
u63222457,r67793874
u57600482,r60672513
u21168992,r97696250
u44714843,r47139338
u56209981,r92469552
u28189223,r47061738
u86606602,r29523207
u28170321,r23941803
u81570618,r07627556
u50281566,r13298163
u90502882,r27055485
u08173860,r71173373
u21197801,r31369089
u81245316,r43520628
u48390513,r02712706
u69099177,r66655715
u05505795,r05585112
u05826277,r77661562
u76027278,r14884248
u63157308,r66895564
u72899427,r57222428
u91778493,r27003588
u16096265,r44809470
u55428129,r96053536
u08786094,r32356845
u83490456,r86699800
u52170263,r82084258
u34376327,r28543838
u36842865,r17717029
u93822659,r01572781
u08186222,r70750178
u80238546,r81049698
u81720460,r15391909
u10805172,r98281887
u10903731,r25312667
u33407509,r09047760
u93113705,r78087263
u32998294,r84916762
u09107938,r17066887
u11530353,r69047106
u77053891,r72888743
u12443746,r87076033
u86039001,r73153213
u07404867,r28125183
u15883548,r61427038
u48047314,r03774688
u20485860,r35883263
u99296019,r57928497
u65149918,r58558785
u74260805,r97423117
u14478369,r21508320
u54421549,r86725826
u74513881,r79455496
u73050282,r47033432
u70884198,r44181344
u87839834,r95712127
u11477616,r82741866
u93719373,r56667397
u03246042,r56400453
u58785961,r50872247
u12854253,r07096312
u67840531,r57650394
u56363760,r62110825
u03246042,r27729963
u13573783,r11439906
u42165349,r45322094
u44294766,r32053257
u35801794,r48380817
u99671815,r16046121
u42718900,r92265852
u45828847,r06483878
u57180109,r11187383
u84357236,r75252813
u72178463,r83978580
u04383455,r63212653
u33539394,r48916083
u03795661,r99659981
u96582414,r20666666
u79578883,r18258299
u31079208,r69841327
u05739857,r31641811
u65176322,r17068013
u12371089,r49081207
u87587780,r60045111
u64314930,r87683786
u20239644,r28825154
u75715707,r41956038
u85327864,r00737060
u54931869,r03305112
u21669331,r53875325
u01705299,r89624343
u21121119,r46415141
u61979938,r27869749
u27045454,r00176792
u65381583,r15283367
u58784303,r30940353
u04035076,r55250165
u48142913,r36580784
u24584954,r79159417
u74866517,r77860868
u86852126,r57113846
u53111410,r42727444
u29627976,r62725242
u35367846,r50189642
u33782571,r87609903
u79828234,r33588814
u45275150,r89327664
u75462230,r10752763
u75594945,r91710567
u54071785,r86867293
u59984145,r58885371
u05296785,r32859010
u81535570,r55760254
u18025674,r76713496
u93091153,r27477020
u22203365,r33234246
u39246299,r22077904
u12029035,r34889620
u43703029,r83354988
u05456698,r92149505
u16914648,r33395800
u14268345,r22741165
u66558580,r37705523
u00320186,r90090891
u66546403,r69956269
u65233661,r69865080
u03423567,r94030740
u73803002,r35349625
u25268953,r17854053
u95333447,r03811855
u88689139,r92599690
u42887575,r27937863
u14307417,r72046907
u50117909,r01826919
u47779448,r40366408
u72904754,r69324994
u00522184,r35615432
u12246718,r04561756
u28365062,r14409513
u95483818,r16905194
u64906283,r83327042
u13610265,r07428246
u04750562,r65022168
u54557165,r57515200
u97926215,r19633409
u68291544,r25696762
u60115005,r43268191
u19464204,r18778334
u11218299,r67924831
u15373342,r60214200
u50613280,r42440511
u05812403,r51538819
u59702952,r63134856
u89973775,r28897995
u21939554,r00330371
u81585567,r16283553
u23235844,r78469691
u83067228,r70807680
u10229339,r66891082
u26738032,r47308151
u23052020,r72724091
u97491363,r42031363
u72118351,r94778361
u67951522,r99119021
u70546329,r96924194
u49243225,r03123051
u12207296,r86487925
u78175232,r25812615
u49476902,r68843082
u41715988,r75467545
u03755766,r54753874
u03687785,r65886063
u94468941,r70801784
u11892823,r79693499
u91895302,r05152210
u23802756,r11907732
u22830971,r08609626
u03028746,r01881497
u19350669,r31087482
u61278705,r05210143
u84025547,r28466091
u62234723,r02315625
u12706841,r83072276
u98874252,r24688742
u11510309,r91913222
u13650624,r12675993
u61231592,r78800285
u93325619,r84768610
u56535498,r79525879
u52207366,r56574508
u72545938,r16507620
u83926401,r25117476
u72353631,r57131477
u51225164,r36828928
u53309824,r91121994
u70879698,r26829725
u35873786,r89871341
u15833961,r81787724
u07435809,r79490644
u37497453,r60155599
u14150230,r10796699
u94967593,r23900592
u62053734,r78774877
u51285531,r69505129
u27486154,r70709128
u24515764,r90581701
u59519821,r76889919
u39763583,r24199092
u03423567,r67789733
u06588019,r83852853
u82938792,r14167990
u07284762,r23392007
u29345569,r14510509
u14646188,r10294726
u99846386,r49277807
u72804214,r68207278
u07542225,r05595292
u02068447,r45658653
u27341155,r13625829
u09202003,r64606793
u92748290,r39023079
u59967576,r65684451
u38930072,r44563608
u69259048,r86934501
u10203906,r89059986
u05366847,r59977805
u73849985,r67231882
u22514119,r26887618
u26858341,r41979031
u21502437,r71485789
u90303818,r19090048
u39102882,r85266396
u73068045,r21167103
u98429229,r31527815
u72904754,r62544749
u48006504,r61782202
u31231491,r21680831
u83396764,r59520136
u72837488,r78040780
u13759431,r46840128
u47483931,r83516355
u18245084,r95085089
u37981463,r51740809
u72489158,r46688378
u44050004,r19792518
u66851789,r08595872
u47605956,r60717534
u09792732,r75523233
u96182110,r19234267
u44666594,r60483970
u21347143,r86087482
u97183487,r65717525
u94857438,r91932983
u47583529,r06533408
u33662413,r18127244
u00534751,r10883600
u01037203,r25223578
u46290104,r98058363
u53895808,r28551934
u77169640,r23851097
u73279805,r07877052
u68091606,r51180056
u81838474,r31427193
u31199769,r05132849
u70465949,r25133913
u18057269,r03765646
u63752400,r15208289
u07242517,r41040455
u40507536,r98176195
u69217406,r97605156
u49819633,r32627984
u21351431,r84207207
u76192713,r81237837
u21270888,r55913919
u41299217,r92901985
u00556171,r39299389
u84832268,r50512559
u24296265,r83837358
u62534380,r49027025
u69352343,r77788531
u06699188,r35504774
u04194515,r81606460
u07300884,r12740125
u28295855,r26411416
u81363637,r06304625
u33383631,r47304536
u72796906,r40009144
u05438503,r27411223
u23593217,r99358233
u85423773,r50366867
u29967620,r71548604
u00790481,r93224195
u83776491,r33634492
u28053138,r66052583
u82364885,r09242856
u61785692,r17834492
u14782991,r79907550
u50973479,r91224781
u89495221,r93009875
u96015668,r90623086
u47062990,r97776471
u78285559,r25112426
u08504031,r44902087
u32380549,r07976253
u62939218,r30822989
u33396138,r24740379
u71348352,r12094715
u55747748,r40992361
u51247009,r90653512
u36861963,r46944999
u52002501,r43569352
u86783093,r01010914
u34755532,r73717329
u69194296,r84484439
u23410271,r31535410
u72889234,r15864835
u22520481,r80178764
u99039007,r22628029
u21983250,r62957891
u10400141,r02662939
u33661849,r78485930
u80521428,r40178048
u60183761,r67647064
u69989817,r92785003
u81231705,r87450736
u23718417,r58731052
u51449199,r11497417
u57507741,r16410584
u04233462,r58081652
u62361250,r05310459
u54946121,r13779788
u27696105,r42272919
u57894741,r51702628
u04383190,r82769349
u64870597,r02802440
u49273436,r84724121
u79606254,r43059902
u56515930,r39206546
u26491135,r60405303
u06431043,r04641014
u20311143,r38526872
u19198319,r78745303
u63374471,r95115436
u99175942,r16463418
u45759876,r18309019
u53895808,r72203984
u20155096,r41658659
u86036025,r61554814
u07900262,r92233333
u18477923,r58343975
u24881944,r95691199
u10601803,r41792694
u39572017,r48933019
u92793904,r72295051
u93534015,r61851944
u21702631,r69129897
u15111302,r01027952
u05983860,r69701902
u21990305,r73335449
u97386058,r81181886
u84787503,r20602823
u41433068,r41274640
u22653603,r26538772
u26531960,r96850231
u26145024,r63374238
u73622960,r56537756
u58319124,r62953916
u75436111,r49624622
u86767617,r95092004
u69278699,r92419101
u11345991,r37658626
u39982781,r18835434
u32954613,r98106373
u20568383,r80418872
u83632440,r03334533
u42225224,r57404426
u34072549,r79604892
u38354666,r43300187
u03983686,r00765830
u56164743,r07245986
u81295677,r23326511
u28798096,r36360113
u63251754,r37288000
u24950508,r62026508
u39626450,r44683365
u43716387,r91936874
u85523558,r47031687
u34530511,r92720525
u95803602,r49806264
u99353116,r96158624
u96846333,r09591953
u48598528,r91386616
u23593217,r83085084
u53546443,r49808840
u08283346,r23386175
u44490341,r99668826
u81720460,r23570470
u27703295,r38318734
u18276481,r69462478
u31107382,r84884153
u79826392,r54534373
u51044133,r21677905
u26893997,r50269457
u33964052,r95298055
u35112936,r18340900
u24596402,r49861214
u12985336,r94174479
u67931498,r16555973
u47607372,r80078498
u22118071,r33359238
u54281243,r95560541
u41651857,r26878904
u47109145,r17671211
u53748806,r75288391
u01739552,r04636400
u48598528,r16940402
u07732544,r58445170
u58445889,r48548581
u11197546,r30401461
u10580350,r01944626
u73002603,r84967582
u49796302,r71265086
u08402285,r59157663
u29132922,r88416293
u91704865,r33101886
u18198077,r27193330
u76103211,r97548418
u38368884,r85453433
u32792972,r31946501
u94074466,r65296289
u40116195,r06843072
u55343490,r61307367
u10460600,r02464333
u92776443,r76526181
u61979690,r40738016
u06055600,r82773825
u32282436,r69672314
u94781916,r36309494
u78950211,r88421694
u60951337,r68253348
u46184607,r97189924
u71168005,r01740036
u06415462,r62041331
u64264604,r98940226
u36873253,r14430552
u56256582,r56737926
u00567921,r01069101
u71799909,r84418455
u95642596,r68518474
u41678672,r11763092
u00297365,r62244589
u61519138,r55271769
u04196003,r74383660
u59698276,r54232893
u11746641,r89825606
u12125293,r26687562
u57693603,r67435459
u42333639,r38426591
u27497118,r26587981
u69095104,r34461094
u54913471,r22094345
u07416190,r28682374
u11689540,r78191897
u27373638,r85518003
u65818973,r65419563
u84608509,r04442349
u44622353,r17194568
u68871505,r76657538
u85398517,r15558349
u85652241,r49298022
u81545440,r76191990
u34363146,r49582447
u90404463,r10305251
u03423275,r71922745
u30327087,r64465018
u99020810,r73760677
u58592449,r65270385
u19713692,r41206498
u07749016,r37140526
u75289576,r43749181
u71685034,r39901872
u11290851,r47930140
u00258316,r05287009
u15816003,r94135398
u80818718,r73284111
u33989009,r98859807
u78025565,r18490611
u78906534,r34613032
u93893646,r85122584
u89205275,r87986108
u59922756,r71781426
u06114259,r59865563
u62443549,r44442089
u22575077,r43029848
u53406552,r27355658
u84431268,r14029258
u48874438,r28541003
u96971339,r15466588
u61201551,r80842279
u72265290,r53062029
u21998799,r78551476
u71761452,r67910304
u09547337,r77458516
u28997815,r58549060
u63157308,r30750626
u09409149,r09872866
u59526616,r94512018
u79212472,r47627543
u14322787,r69302457
u73400406,r26631120
u75960578,r27728768
u61979938,r07432781
u35128621,r32479219
u30953408,r02639243
u01403346,r94135914
u37849373,r31423704
u72116462,r80685492
u81720796,r29216223
u15533296,r53258136
u35253181,r20834520
u24732559,r60030703
u98728469,r30201908
u18387975,r48662001
u79735193,r52647579
u19528201,r13705052
u92458142,r76881905
u52832713,r38039852
u26373417,r44434926
u78142125,r86736183
u35424244,r16203926
u32177568,r12580047
u59157431,r96289648
u72702778,r96989673
u24981194,r66032656
u92398101,r54718126
u38185296,r52115313
u00421664,r94046554
u37089385,r82144702
u87425979,r79474086
u04706849,r84863128
u13650624,r00949071
u00884358,r58706962
u58680177,r63588099
u59050747,r03341037
u22948315,r51097407
u22304231,r07661910
u88355060,r19874750
u89018385,r07306830
u74973689,r60342889
u98042166,r02570226
u58413752,r12593811
u60297317,r34353738
u44706158,r60302303
u75632694,r12481499
u79480270,r37513060
u23946458,r13289758
u80129184,r13468776
u52778518,r21700574
u87700628,r38142584
u10628548,r09895743
u31353889,r38252056
u64250012,r35278053
u23058133,r38645743
u06948815,r64273045
u93130639,r92839210
u54017275,r35950907
u18044428,r38043953
u27462829,r39794757
u67944333,r06562786
u11264199,r61343571
u20412506,r35528802
u87374542,r66551677
u61280144,r74201861
u18577324,r24682357
u88632301,r82927192
u22554702,r30885908
u38089780,r10582985
u71003418,r12724121
u54829370,r94054303
u88555629,r27722302
u08042450,r93515842
u80396869,r40445538
u17225520,r64248511
u10341735,r00359693
u42027432,r90550489
u71350837,r95606450
u96035221,r75930242
u79859155,r44668321
u96526274,r47820468
u75525323,r94030486
u02107710,r36751719
u69412944,r50841250
u39973207,r00481419
u42234856,r82243392
u64439140,r19489098
u43385448,r55173019
u01346469,r46283528
u42719587,r96801685
u06882307,r36680893
u91043126,r65306403
u76937374,r61412054
u61977780,r23190288
u66511257,r61039751
u23854743,r04364187
u26527885,r20349901
u25217212,r16255580
u64133070,r15490052
u00854555,r37549439
u59933587,r73208105
u37224153,r59291629
u79703590,r15153636
u03864688,r45239357
u47896862,r49152182
u22837122,r30926391
u83827378,r17856845
u19585878,r13420991
u28476800,r66718718
u11374807,r78974177
u43753565,r84789397
u41082315,r50143103
u85248127,r07702421
u99452373,r94052481
u89423570,r25976021
u31799863,r45590162
u73659671,r98793598
u65219892,r11084932
u98304994,r43392030
u31333231,r40953576
u81153233,r75261456
u05163369,r67893671
u57633790,r03109725
u72350124,r41815815
u58978374,r85539809
u91281105,r69794031
u70641106,r14107619
u83489765,r63853349
u72926729,r99456263
u15833961,r17116642
u17941893,r86443266
u02030372,r85357628
u77824229,r27834642
u98843426,r04505101
u78550924,r38546627
u42971408,r43919381
u11135318,r10914241
u59524211,r04820942
u11080399,r85919740
u83994864,r24259625
u90894032,r77798635
u57146295,r61428948
u17795548,r23787364
u71887935,r88932005
u93043577,r64937190
u48567186,r93317730
u06551776,r38914176
u66923731,r49824262
u49320729,r62761277
u32237763,r42144003
u80898628,r58933598
u66036091,r03951902
u75388768,r31975153
u05488360,r11192593
u81982548,r17130832
u30021050,r70491782
u27991085,r67339964
u78351814,r60854538
u24353277,r25890552
u22072123,r96250238
u57653436,r75190076
u75839128,r78020746
u76483177,r56921306
u13111400,r84829776
u30908775,r33824630
u96538457,r52841229
u63949488,r99293416
u10730116,r58831755
u25920863,r12852304
u34533236,r58135355
u43271110,r11225189
u62265719,r90787431
u76986839,r76785309
u29706917,r23835037
u60732667,r95223588
u18820695,r57714159
u01337491,r67998506
u16983386,r31992494
u80603058,r82497636
u24216769,r75222913
u84797812,r16660979
u18514496,r00792426
u31822808,r28335426
u00060919,r85460939
u76641596,r94757479
u91477157,r68963149
u14052034,r87528398
u47578756,r82800881
u34956488,r38172056
u07494923,r15301902
u04579348,r95254966
u43006433,r44642300
u90084100,r28674352
u73830242,r76933322
u09630789,r01638990
u84566314,r90183905
u71329586,r21768044
u43503300,r34818593
u74684948,r16297393
u63815127,r46348431
u85161081,r02316176
u70660719,r77687839
u68803386,r23245566
u81562625,r06482004
u57961275,r58360536
u60913137,r19344858
u87522415,r54078930
u00546637,r69696795
u55792372,r47706567
u91154443,r47407501
u95626406,r48667857
u68263366,r59009838
u39674412,r47385436
u10433841,r68916818
u59388666,r85058967
u05194522,r50168978
u82948961,r65808149
u05137691,r87221952
u50072797,r03676617
u44490709,r80006703
u59724016,r09488732
u26268261,r15087492
u45074926,r30131516
u21234671,r93793374
u98751018,r60611145
u50654021,r02648737
u20241087,r36577280
u89996572,r37794514
u11896497,r09724304
u65329730,r64921974
u27991085,r45949381
u26465726,r29902929
u07330659,r96945328
u21116666,r32499223
u13891964,r31028703
u62303166,r39749712
u37028493,r88930252
u41800903,r14655676
u24211784,r17840770
u51543446,r65705021
u45465503,r02713901
u83865537,r03881307
u70996339,r74740268
u27587066,r64862110
u33869045,r47440495
u20422775,r84362139
u87182188,r46976299
u33105720,r40334765
u83626459,r61853561
u09460729,r24784418
